1003,Operación ogro,Gillo Pontecorvo,1979,,DVD131
381,Operación Swordfish,Dominic Sena,2001,Divx(16:9),CD'R
956,Origen,Christopher Nolan,2010,,DVD126
913,Papillon,Franklin J. Schaffner,1973,,DVD107
1028,Paradise now,Hany Abu-Assad,2005,V.O.S.,DVD140
874,Paraiso Travel,Simon Brand,2008,,DVD97
174,Patton,Franklin J. Schaffner,1969,,DVD42
226,Peligro inminente,Philip Noyce,1994,,DVD53
875,Perros de paja,Sam Peckinpah,1971,,DVD97
197,Persépolis,"Marjane Satrapi, Vincent Paronnaud",2007,,DVD47
261,Pesadilla antes de Navidad,Henry Selick,1993,,DVD63
108,Philadelphia,Jonathan Demme,1993,,DVD3
389,Piratas del caribe,Gore Verbinski,2003,Divx,CD'R
1038,Piratas del caribe 4 - En mareas misteriosas,,0,,DVD143
212,Plan oculto,Spike Lee,2006,,DVD5
416,Platoon,Oliver Stone,1986,DVD'R,DVD'R
76,Poderosa Afrodita,Woody Allen,1995,,DVD23
263,Pozos de ambición,Paul Thomas Anderson,2007,,DVD63
933,Primer,Shane Carruth,2004,,DVD114
173,Promesas del este,David Cronenberg,2007,,DVD42
172,Psicosis,Alfred Hitchcock,1960,null,DVD42
422,Pulp Fiction,Quentin Tarantino,1994,Divx(16:9),CD'R
283,Quemar después de leer,Joel & Ethan Coen,2008,,DVD68
453,Quid pro quo,Carlos Brooks,2009,null,DVD89
356,Rain Man,Barry Levinson,1988,,DVD9
360,Ratas a la carrera,Jerry Zucker,2001,Divx(16:9) / Extras,CD'R
264,Ray,Taylor Hackford,2004,,DVD63
929,Recuento,Jay Roach,2008,,DVD112
983,Recuérdame,Allen Coulter,2010,,DVD117
294,Red de mentiras,Ridley Scott,2008,,DVD70
986,Repo Men,Miguel Sapochnik,2010,,DVD118
10,Reservoir dogs,Quentin Tarantino,1992,,DVD10
312,Resistencia,Edward Zwick,2008,,DVD75
13,Resplandor en la oscuridad,David Sheltzer,1991,,DVD11
303,Retrato de una Obsesión,Steven Shainberg,2006,,DVD72
854,Revolutionary Road,Sam Mendes,2008,,DVD92
993,Rocknrolla,Guy Ritchie,2008,,DVD120
946,"Rommel, el zorro del desierto",Henry Hathaway,1951,,DVD123
150,Rompiendo las olas,Lars Von Trier,1996,,DVD38
26,Sabiduría Garantizada,Doris Dörrie,2000,,DVD14
897,Sacrificio,Andrei Tarkovsky,1986,,DVD103
106,Sahara,Zoltan korda,1943,,DVD29
957,Salt,Phillip Noyce,2010,,DVD126
1032,Salvador,Manuel Huerga,2006,,DVD141
27,Salvaje,Laslo Benedek,1953,,DVD14
436,Salvar al soldado Ryan,Steven Spielberg,1998,null,CD'R
394,Saw,James Wan,2004,DVD'R,DVD'R
77,Scoop,Woody Allen,2006,,DVD23
207,Sed de mal,Orson Welles,1958,(Título original Touch of evil),DVD49
190,Senderos de Gloria,Stanley Kubrick,1957,,DVD45
266,Serendipity,Peter Chelsom,2001,,DVD64
196,Ser o no ser,Ernst Lubitsch,1942,,DVD47
379,Seven,David Fincher,1995,DVD'R,DVD'R
395,Shiri,Je-Gyu Kang,1999,Divx (16:9),CD'R
206,Shoot'em up,Michael Davis,2007,,DVD49
369,"Shooter, el tirador",Antoine Fuqua,2007,null,
927,Shutter Island,Martin Scorsese,2010,Original w subtitles,DVD112
310,Siete Almas,Gabriele Muccino,2008,null,DVD74
202,Siete días de Mayo,John Frankenheimer,1964,Título original: Seven days in may,DVD48
250,Sin novedad en el frente,Lewis Milestone,1930,,DVD60
159,Sin perdón,Clint Eastwood,1992,,DVD4
118,Sky Captain y el mundo del mañana,Kerry Conran,2004,,DVD31
370,Sleepers,Barry Levinson,1996,DVD,DVD
439,Sleepy Hollow,Tim Burton,1999,Divx(16:9),CD'R
321,Slumdog Millionaire,Danny Boyle,2009,,DVD78
948,Smart People,Noam Murro,2008,,DVD123
359,Snatch,Guy Ritchie,2000,Divx(16:9) / Extras,CD'R
914,Sobrepasando el límite,Henry Bean,2007,,DVD107
434,Solaris,Steven Soderbergh,2002,Divx(16:9),CD'R
931,Solo ellos,Scott Hicks,2009,,DVD114
183,Son de mar,Bigas Luna,2001,,DVD44
371,Sospechosos Habituales,Bryan Singer,1995,Divx(16:9),CD'R
267,Soylent green,Richard Fleischer,1964,,DVD64
440,Spy Game,Tony Scott,2001,DVD'R,DVD'R
46,Sr. Y Sra. Smith,Doug Liman,2005,Xvid,DVD18
342,Stranded,María Lidón,2002,,DVD83
1029,Sucker punch,Zack Snyder,2011,,DVD140
943,Sunshine Cleaning,Christine Jeffs,2008,,DVD122
272,Supernova: El fin del universo,Walter Hill,2000,,DVD65
233,Sweeney Todd,Tim Burton,2008,,DVD55
909,Sympathy for lady Vengeance,Chan Wook Park,2005,,DVD106
917,Sympathy for Mr. Vengeance,Park Chan-wook,2002,,DVD108
1015,También la lluvia,Icíar Bollaín,2010,,DVD135
166,Taxi Driver,Martin Scorsesse,1976,,DVD40
110,Teléfono rojo: volamos hacia Moscú,Stanley Kubrick,1963,,DVD3
107,Terciopelo azul,David Lynch,1986,,DVD3
1016,Territorio prohibido,Wayne Kramer,2009,,DVD135
354,Tesis,Alejandro Amenábar,1996,,DVD9
865,Tetro,Francis Ford Coppola,2009,,DVD94
944,The alibi,"Matt Checkowski, Kurt Mattila",2006,,DVD122
959,The bridge at Remagen,John Guillermin,1969,V.O.S.,DVD127
71,The cube,Vincenzo Natali,1998,,DVD22
900,The damned United,Tom Hooper,2009,,DVD103
1009,The day of the jackal,Fred Zinnemann,1973,,DVD133
951,The girlfriend experience,Steven Soderbergh,2009,,DVD124
450,The International ( Dinero en la sombra),Tom Tykwer,2009,null,DVD88
92,Thelma y Louise,Ridley Scott,1991,null,DVD26
290,The mexican,Gore Verbinski,2001,,DVD7
922,The road,John Hillcoat,2009,,DVD110
1006,The way,Emilio Estévez,2010,,DVD132
397,They Live,John Carpenter,1988,Divx,CD'R
1033,The young lions,Edward Dmytryk,1958,V.O.S.,DVD142
1037,Thirteen days,Roger Donaldson,2000,V.O.S.,DVD143
932,THX 1138,George Lucas,1971,,DVD114
241,Tiempos de Gloria,Edward Zwick,1989,,DVD58
137,Tierra de sangre,Robert Edwards,2006,,DVD35
876,Todo por un sueño,Gus Van Sant,1995,,DVD97
220,Todos los hombres del presidente,Alan J. Pakula,1976,,DVD52
295,Todos los hombres del rey,Steven Zaillian,2006,,DVD70
861,Topaz,Alfred Hitchcock,1969,,DVD93
962,Tora! Tora! Tora!,"Richard Fleischer, Kinji Fukasaku y Toshio Masuda",1970,,DVD128
435,Traffic,Steven Soderbergh,2000,DVD'R,DVD'R
457,Traffic,"Stephen Hopkins, Eric Bross",2004,Miniserie,DVD90
377,Trainspotting,Danny Boyle,1993,Divx,CD'R
210,Transito,Marc Foster,2005,,DVD5
877,Tres monos,Nuri Bilge Ceylan,2008,,DVD97
911,Triage,Danis Tanovic,2009,,DVD106
5,Tron,Steven Lisberger,1982,,DVD1
1005,Tron legacy,Joseph Kosinski,2010,,DVD132
443,Troya,Wolfgang Petersen,2004,DVD,DVD
117,"Tucker, un hombre y su sueño",Francis Ford Coppola,1988,,DVD31
198,Turandot,Puccini,0,ÓPERA,DVD47
274,Two much,Fernando Trueba,1994,,DVD66
239,Ultimatum a la tierra,Robert Wise,1951,,DVD56
89,Una historia verdadera,David Lynch,1999,,DVD26
256,Una mala jugada,Spike Lee,1998,null,DVD61
428,Una mente maravillosa,Ron Howard,2001,Divx (16:9),CD'R
39,Un buen año,Ridley Scott,2006,,DVD16
984,Un ciudadano ejemplar,F. Gary Gray,2009,,DVD118
307,Un final made in Hollywood,Woody Allen,2002,,DVD73
920,Un hombre soltero,Tom Ford,2009,,DVD110
324,Un horizonte muy lejano,Ron Howard,1992,,DVD79
968,Un juego de inteligencia,Hans Weingartner,2007,,DVD129
924,Un profeta,Jacques Audiard,2009,,DVD111
199,Un puente lejano,Richard Attenborough,1977,,DVD47
907,Un tipo serio,Joel & Ethan Coen,2009,,DVD105
881,Un toque de canela,Tassos Boulmetis,2003,,DVD98
203,Un trabajo en Italia,Peter Collinson,1969,,DVD48
258,Un tranvía llamado deseo,Elia Kazan,1951,,DVD62
910,Up in the air,Jason Reitman,2009,,DVD106
351,Valkiria,Bryan Singer,2008,,DVD86
1021,Valor de ley,Joel & Ethan Coen,2010,,DVD138
308,Vals con Bashir,Ari Folman,2008,,DVD74
372,Vanilla Sky,Cameron Crowe,2001,null,CD'R
269,V de Vendetta,James McTeique,2005,,DVD65
1030,Vencedores y vencidos,Stanley Kramer,1961,V.O.S.,DVD141
355,Vertigo,Alfred Hitchcock,1958,,DVD9
300,Vexille,Fumihiko sori,2007,,DVD72
284,Vicky Cristina Barcelona,Woody Allen,2008,,DVD68
1,Videodrome,David Cronenberg,1983,,DVD1
421,Vidocq,Pitof,2001,Divx(4:3),CD'R
441,Volcano High School,WaSanGo,2001,Divx(16:9),CD'R
981,Wall Street,Oliver Stone,1987,,DVD117
961,"Wall Street, el dinero nunca duerme",Oliver Stone,2010,,DVD128
451,Watchmen,Zack Snyder,2009,null,DVD88
333,Waterloo,Sergei Bondarchuk,1970,null,DVD80
104,Wicker man,Neil LaBute,2006,,DVD29
1020,Yoyes,Helena Taberna,2000,,DVD136
133,Zelig,Woody Allen,1983,,DVD34
123,Zodiac,David Fincher,2007,,DVD32
177,Zulú,Cy Enfield,1963,,DVD43
