5796,!T.O.O.H!,z vyssi vule,Progressive Death Metal,1999,Czech Republic,DVD55,LP,7,"Death metal cañero pero también con una técnica interesante. Ya el segundo disco de este grupo de extraño sonido. Todavía sin buena producción pero con buenas ideas. Destacan: \"Z vyšší v?le\", \"Nutnost 
popravy\""
2,!T.O.O.H!,Pod vládou Bice,Progressive Death Metal,2003,Czech Republic,DVD8,LP,7.5,"Quizás un poco cacofónico pero con muy buenas intenciones. A destacar \"Aura & Ziato\", y \"Ja Jé Proto proti\"."
3,!T.O.O.H!,Order and punishment,Progressive Death Metal,2006,Czech Republic,DVD8,LP,8.75,"Cuarto disco ya y desgraciadamente el último de esta banda que realiza un death metal muy bien conjuntado y con unos ritmos y riffs muy poco habituales. Destacan: \"Al-Amin (Aneb Jak Vycakat Jelito) (Or How to Get One's Rocks Off)\" \"Ja Samaritan\",\"Kali\" y todo el resto del disco también tiene un nivel extraordinario."
4,3 mile scream,A prelude to our demise,Metalcore,2006,Canada,DVD1,LP,5.5,Metalcore con pocas ideas. Al menos tiene algo de alternancias de voces Harsh con voces suaves. Como una mezcla de Prototype con Killswitch Engage.
6085,40 watt sun,The Inside Room,Doom Metal,2011,U.K.,DVD61,LP,7,"Un doom metal muy lento y con guitarras estridentes y voces melódicas aunque muy acorde al estilo. Canciones largas y apesadumbradas pero con toque melancólico. Destacan: \"Restless\", \"Open my eyes\"."
5942,7 Days,Into forever,Progressive Metal,2010,Sweden,DVD58,LP,6.5,"Banda de Symphonic Metal con sonido bastante depurado y con toques progresivos. Destacan: \"The innocent in me\", \"Final wisdom\"."
6,A.C.T,Today's report,Progressive Rock,1999,Sweden,DVD43,LP,7,"Gran disco de estos suecos que practican un progressive metal suave pero muy efectivo y técnico. Destacan: \"Abandoned World\", \"Today's report\"."
7,A.C.T,Imaginary friends,Progressive Rock,2001,Sweden,DVD43,LP,7,"Quizás un poco más suave incluso que el anterior. Destacan: \"A supposed tour\", \"Imaginary friends\"."
8,A.C.T,Last Epic,Progressive Rock,2003,Sweden,DVD43,LP,7,"De tono similar al anterior. En la onda pero sin bajar de calidad en ningún momento. Destacan: \"Dance of MR. Gumble\", \"Manipulator Barbeque\"."
9,A.C.T,Silence,Progressive Rock,2006,Sweden,DVD17,LP,8.5,"Progresivo melódico con múltiples influencias, de entre ellas Queen. Muy buenas melodías y estribillos."
10,Abandoned,Thrash you!,Thrash Metal,2007,Germany,DVD1,LP,7.5,"Un thrash con un sonido bastante moderno pero aún así fomentado en las bases del Thrash más clásico estilo Destruction. Un disco bastante cañero, con muy buen ritmo y buenos riffs aunque quizá¡s con demasiadas canciones. Destacan: \"We are hell\", \"Sands of time\", \"Too blind to see\"."
11,Abbatoir,Vicious Attack,Thrash Metal,1985,CA,DVD36,LP,7,"Thrash metal clásico. Poco más que contar. Destaca la versión del \"Ace of spades\" de Motörhead."
5720,Abed,The Coming of Soon,Progressive Death Metal,2006,Israel,DVD54,EP,7,"EP de esta banda de Death Progressive no demasiado técnico. Destacan: \"The coming of soon\""
